ID,ConfigName,Job,MessageId,SessionId,SourceClass,SourceMethod,Text,TimeLogged,TraceCat,Type
1979,router_Router,43120,1193,1193,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1193 with message body Id=655, Doc Identifier=334700.20695, SessionId=1193 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.289,,Error
1978,router_Router,43120,1192,1192,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1192 with message body Id=654, Doc Identifier=334700.20694, SessionId=1192 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.263,,Error
1977,router_Router,43120,1191,1191,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1191 with message body Id=653, Doc Identifier=334700.20693, SessionId=1191 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.239,,Error
1976,router_Router,43120,1190,1190,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1190 with message body Id=652, Doc Identifier=334700.20692, SessionId=1190 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.214,,Error
1975,router_Router,43120,1189,1189,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1189 with message body Id=651, Doc Identifier=334700.20691, SessionId=1189 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.188,,Error
1974,router_Router,43120,1188,1188,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1188 with message body Id=650, Doc Identifier=334700.20690, SessionId=1188 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.163,,Error
1973,router_Router,43120,1187,1187,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1187 with message body Id=649, Doc Identifier=334700.20689, SessionId=1187 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.138,,Error
1972,router_Router,43120,1186,1186,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1186 with message body Id=648, Doc Identifier=334700.20688, SessionId=1186 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.113,,Error
1971,router_Router,43120,1185,1185,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1185 with message body Id=647, Doc Identifier=334700.20687, SessionId=1185 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.087,,Error
1970,router_Router,43120,1184,1184,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1184 with message body Id=646, Doc Identifier=334700.20686, SessionId=1184 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.064,,Error
1969,router_Router,43120,1183,1183,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1183 with message body Id=645, Doc Identifier=334700.20685, SessionId=1183 because of validation failure: ERROR <EnsEDI>ErrMapRequired: Missing required PV1 element at segment 4 (DG1)
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:09.042,,Error
1968,router_Router,43120,1180,1180,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1180 with message body Id=642, Doc Identifier=334700.20682, SessionId=1180 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.978,,Error
1967,router_Router,43120,1179,1179,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1179 with message body Id=641, Doc Identifier=334700.20681, SessionId=1179 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.953,,Error
1966,router_Router,43120,1178,1178,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1178 with message body Id=640, Doc Identifier=334700.20680, SessionId=1178 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.927,,Error
1965,router_Router,43120,1177,1177,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1177 with message body Id=639, Doc Identifier=334700.20679, SessionId=1177 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.901,,Error
1964,router_Router,43120,1176,1176,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1176 with message body Id=638, Doc Identifier=334700.20678, SessionId=1176 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.876,,Error
1963,router_Router,43120,1175,1175,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1175 with message body Id=637, Doc Identifier=334700.20677, SessionId=1175 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.851,,Error
1962,router_Router,43120,1174,1174,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1174 with message body Id=636, Doc Identifier=334700.20676, SessionId=1174 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.826,,Error
1961,router_Router,43120,1173,1173,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1173 with message body Id=635, Doc Identifier=334700.20675, SessionId=1173 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.801,,Error
1960,router_Router,43120,1172,1172,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1172 with message body Id=634, Doc Identifier=334700.20674, SessionId=1172 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.776,,Error
1957,router_Router,43120,1171,1171,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1171 with message body Id=633, Doc Identifier=334700.20673, SessionId=1171 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.750,,Error
1953,router_Router,43120,1170,1170,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1170 with message body Id=632, Doc Identifier=334700.20672, SessionId=1170 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.726,,Error
1948,router_Router,43120,1169,1169,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1169 with message body Id=631, Doc Identifier=334700.20671, SessionId=1169 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.701,,Error
1944,router_Router,43120,1168,1168,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1168 with message body Id=630, Doc Identifier=334700.20670, SessionId=1168 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.676,,Error
1939,router_Router,43120,1167,1167,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1167 with message body Id=629, Doc Identifier=334700.20669, SessionId=1167 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.650,,Error
1935,router_Router,43120,1166,1166,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1166 with message body Id=628, Doc Identifier=334700.20668, SessionId=1166 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.625,,Error
1930,router_Router,43120,1165,1165,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1165 with message body Id=627, Doc Identifier=334700.20667, SessionId=1165 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.599,,Error
1921,router_Router,43120,1163,1163,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1163 with message body Id=625, Doc Identifier=334700.20665, SessionId=1163 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.549,,Error
1917,router_Router,43120,1162,1162,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1162 with message body Id=624, Doc Identifier=334700.20664, SessionId=1162 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.524,,Error
1912,router_Router,43120,1161,1161,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1161 with message body Id=623, Doc Identifier=334700.20663, SessionId=1161 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.500,,Error
1908,router_Router,43120,1160,1160,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1160 with message body Id=622, Doc Identifier=334700.20662, SessionId=1160 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.474,,Error
1903,router_Router,43120,1159,1159,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1159 with message body Id=621, Doc Identifier=334700.20661, SessionId=1159 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.447,,Error
1898,router_Router,43120,1158,1158,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1158 with message body Id=620, Doc Identifier=334700.20660, SessionId=1158 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.423,,Error
1893,router_Router,43120,1157,1157,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1157 with message body Id=619, Doc Identifier=334700.20659, SessionId=1157 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.398,,Error
1889,router_Router,43120,1156,1156,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1156 with message body Id=618, Doc Identifier=334700.20658, SessionId=1156 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.373,,Error
1884,router_Router,43120,1155,1155,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1155 with message body Id=617, Doc Identifier=334700.20657, SessionId=1155 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.347,,Error
1880,router_Router,43120,1154,1154,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1154 with message body Id=616, Doc Identifier=334700.20656, SessionId=1154 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.",2026-03-18 19:00:08.322,,Error
1875,router_Router,43120,1153,1153,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1153 with message body Id=615, Doc Identifier=334700.20655, SessionId=1153 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.",2026-03-18 19:00:08.296,,Error
1870,router_Router,43120,1152,1152,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1152 with message body Id=614, Doc Identifier=334700.20654, SessionId=1152 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.
+
ERROR <Ens>ErrGeneral: Unescaped separator(s) (|^~&) found in value 'bark &bite' for elementary data type 'ST' at segment 5:DG1, field 3, repetition 1, component 2, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Component data structure not obeyed in segment 5:DG1.  Field 3, repetition 1, component 2 has more subcomponents than permitted by data structure 2.5.1:ST.",2026-03-18 19:00:08.271,,Error
1866,router_Router,43120,1151,1151,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1151 with message body Id=613, Doc Identifier=334700.20653, SessionId=1151 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.246,,Error
1861,router_Router,43120,1150,1150,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1150 with message body Id=612, Doc Identifier=334700.20652, SessionId=1150 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.220,,Error
1857,router_Router,43120,1149,1149,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1149 with message body Id=611, Doc Identifier=334700.20651, SessionId=1149 because of validation failure: ERROR <EnsEDI>ErrMapRequired: Missing required PV1 element at segment 4 (DG1)
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.196,,Error
1853,router_Router,43120,1148,1148,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1148 with message body Id=610, Doc Identifier=334700.20650, SessionId=1148 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Unescaped separator(s) (|^~&) found in value 'bark &bite' for elementary data type 'ST' at segment 5:DG1, field 3, repetition 1, component 2, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Component data structure not obeyed in segment 5:DG1.  Field 3, repetition 1, component 2 has more subcomponents than permitted by data structure 2.5.1:ST.",2026-03-18 19:00:08.176,,Error
1848,router_Router,43120,1147,1147,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1147 with message body Id=609, Doc Identifier=334700.20649, SessionId=1147 because of validation failure: ERROR <EnsEDI>ErrMapRequired: Missing required PV1 element at segment 4 (DG1)
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.150,,Error
1845,router_Router,43120,1146,1146,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1146 with message body Id=608, Doc Identifier=334700.20648, SessionId=1146 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.127,,Error
1840,router_Router,43120,1145,1145,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1145 with message body Id=607, Doc Identifier=334700.20647, SessionId=1145 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.100,,Error
1836,router_Router,43120,1144,1144,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1144 with message body Id=606, Doc Identifier=334700.20646, SessionId=1144 because of validation failure: ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 1:MSH, field 7, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid date/time value '2026' found for type 'DTM' in segment 2:EVN, field 2, repetition 1, component 1, subcomponent 1.
+
ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 19:00:08.074,,Error
1832,router_Router,43120,1143,1143,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1143 with message body Id=605, Doc Identifier=334700.20745, SessionId=1143 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 18:51:53.168,,Error
1831,router_Router,43120,1142,1142,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1142 with message body Id=604, Doc Identifier=334700.20744, SessionId=1142 because of validation failure: ERROR <Ens>ErrGeneral: Invalid value 'X' appears in segment 3:PID, field 8, repetition 1, component 1, subcomponent 1, but does not appear in code table 2.5.1:1.
+
ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 18:51:53.145,,Error
1830,router_Router,43120,1141,1141,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1141 with message body Id=603, Doc Identifier=334700.20743, SessionId=1141 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 18:51:53.121,,Error
1829,router_Router,43120,1140,1140,EnsLib.HL7.MsgRouter.RoutingEngine,OnError,"ERROR <Ens>ErrGeneral: Not forwarding message 1140 with message body Id=602, Doc Identifier=334700.20742, SessionId=1140 because of validation failure: ERROR <Ens>ErrGeneral: Required field missing in segment 3:PID.  Missing field 18, which is required in segment structure INPCADTPart2:PID.",2026-03-18 18:51:53.098,,Error
